wine_id,wine_name,kind_id,country_id,cultivar,sweet_id,acid_id,body_id,tanin_id,proof,price,img
336,폴레로 까베르네 소비뇽 2009,1,14,Cabernet Sauvignon,1,4,3,3,14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929035938514_GBFEWHLUK.jpg/W0150119.jpg?type=m250&wm=N
337,"비냐 포말, 크리안자 2015",1,7,Tempranillo 100%,1,3,3,3,14도,"56,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050405673_CNWMKZDYO.jpg/W0150212.jpg?type=m250&wm=N
338,"킬리빙빙, 스니키 2017",1,19,Syrah/Shiraz 100%,1,3,5,4,14~15도,"44,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929044914161_LWZ7LHYYW.jpg/W0159707.jpg?type=m250&wm=N
339,"오하우 와인즈, 워번 스톤 소비뇽 블랑 2018",2,2,Sauvignon Blanc 100%,1,3,3,1,12도,"69,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929030302866_1ZMGWLT1H.jpg/W0150923.jpg?type=m250&wm=N
340,롱반 샤도네이 2019,2,6,Chardonnay 100%,1,3,3,1,도수 정보가 없습니다.,"24,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210821014110491_EM5CB6GIX.png/T0161704_001.png?type=m250&wm=N
341,"레옹 페르디갈, 꼬드 드 론 레드 2018",1,17,"Grenache, Syrah/Shiraz, Mourvedre",1,2,3,3,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20190725012547593_JA0VQ537K.jpg/W0165867.jpg?type=m250&wm=N
342,비냐 란자 레드,1,7,Tempranillo,2,3,3,3,10.5~11.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20200201075054753_JARN0P9ZU.jpg/W0159517.jpg?type=m250&wm=N
343,샤또 로베스 그랑 리저브 2015,1,17,"Cabernet Sauvignon, Merlot",1,3,4,3,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929034022848_695NG6E05.jpg/W0161425.jpg?type=m250&wm=N
344,"세테 퐁티, 크로뇰로 2017",1,11,"Sangiovese 90%, Merlot 10%",1,3,4,4,13.5도,"95,000원",https://dbscthumb-phinf.pstatic.net/3165_000_8/20180315071121661_MYALN3L72.jpg/W0147592.jpg?type=m250&wm=N
345,에라주리즈 넘버 나인 크로이쳐 2015,1,14,Cabernet Sauvignon 100%,1,4,3,3,13.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033941277_XRMUGX10B.jpg/W0161479.jpg?type=m250&wm=N
346,"앙리 부르주아, 상쎄르 레 바론 2019",2,17,Sauvignon Blanc 100%,1,4,3,1,12.5도,"69,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180701075240546_FAIJB5K5L.jpg/W0138796.jpg?type=m250&wm=N
347,보테가 일 비노 포에티 프로세코 브뤼,3,11,Glera,1,3,3,1,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025435801_EGVAWEJDO.jpg/W0161786.jpg?type=m250&wm=N
348,바일리 브라보 스위트 레드,1,7,Blend,4,3,2,2,11~12도,"12,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929052756716_MZIM3QQKC.jpg/W0151962.jpg?type=m250&wm=N
349,"산타 캐롤리나, 브이에스씨 2012",1,14,"Cabernet Sauvignon 50%, Merlot 25%, Syrah/Shiraz 20%, Petit Verdot 5%",1,4,4,4,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929032841151_4AIQP7HUZ.jpg/W0142821.jpg?type=m250&wm=N
350,"타파스, 까베르네 소비뇽 2018",1,7,Cabernet Sauvignon,1,3,4,3,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929023156120_LY2D46QOG.jpg/W0158726.jpg?type=m250&wm=N
351,"페리에 주에, 벨 에포크 로제 2012",3,17,"Chardonnay 45%, Pinot Noir 50%, Pinot Meunier 5%",1,5,4,1,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_1/20140915034402256_QXGIPJDHU.jpg/2012062012000011.jpg?type=m250&wm=N
352,"페트라, 퀘르체고뻬 10주년 스페셜에디션 2010",1,11,Merlot 100%,1,3,3,3,14~15도,"170,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200521012506363_YO3Q7TQ4O.jpg/0167111.jpg?type=m250&wm=N
353,까르타 비에하 샤르도네 2014,2,14,Chardonnay 100%,2,3,3,1,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929023329127_8QYLT06XF.jpg/W0149560.jpg?type=m250&wm=N
354,"베가 시실리아, 발부에나 넘버5 레세르바 2007",1,7,"Tempranillo 75%, Merlot, Malbec 25%",1,3,5,4,13.5도,"350,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180701074826608_OV4G1TWC0.jpg/W0153420.jpg?type=m250&wm=N
355,벨트악스 피노 누아 아이스바인 블랑 드 누아 2012,2,4,Pinot Noir,5,3,4,1,도수 정보가 없습니다.,"90,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021147566_JIJ00K7U4.jpg/W0159960.jpg?type=m250&wm=N
356,"엘 토키, 프레스티지 까베르네 소비뇽 2019",1,14,Cabernet Sauvignon,1,3,3,4,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20201007012758246_0Y4XPTAXE.png/W0146447.png?type=m250&wm=N
357,라 쁘띠뜨 가르고뜨 소비뇽 블랑,2,17,Sauvignon Blanc,1,4,2,1,도수 정보가 없습니다.,"20,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200902012649957_PWEUEINP0.png/W0167591.png?type=m250&wm=N
358,"루체 델라 비테, 루체 2015",1,11,"Sangiovese 45%, Merlot 55%",1,3,5,4,14~15도,"286,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181115063201532_1GCFPIOKE.jpg/W0140907.jpg?type=m250&wm=N
359,샤또 라뚜르 2017,1,17,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",1,3,5,4,도수 정보가 없습니다.,"1,200,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929054257539_AUSU85PDK.jpg/153397.jpg?type=m250&wm=N
360,"프레스코발디, 카스텔지오콘도 브루넬로 디 몬탈치노 리제르바 2009",1,11,Sangiovese 100%,1,3,4,4,14~15도,"344,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210803013925192_BIELDMFFV.png/T0140827_004.png?type=m250&wm=N
361,"실버 고스트, 싱글 빈야드 카베르네 소비뇽 2016",1,14,Cabernet Sauvignon 100%,1,3,3,4,도수 정보가 없습니다.,"88,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181205012357388_YW3R1UJGA.jpg/W0163739.jpg?type=m250&wm=N
362,롤라이오 레드 상그리아,7,7,Tempranillo,3,2,2,1,6도,"9,900원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20190212012359498_CHQITQFHH.jpg/W0158889.jpg?type=m250&wm=N
363,"머드 하우스, 피노 그리 2017",2,2,Pinot Gris 100%,1,3,3,1,14도,"62,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20220128014032195_7ZHNMH9KK.png/T0154530_002.png?type=m250&wm=N
364,트라마 산지오베제 리제르바 2016,1,11,Sangiovese 100%,1,3,3,3,13~14도,"60,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200819012658884_HKYC5QK0W.png/W0167501.png?type=m250&wm=N
365,"코노 수르, 20 배럴 까베르네 소비뇽 2018",1,14,"Cabernet Sauvignon 95%, Syrah/Shiraz 5%",1,3,5,4,13.5~14.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20220120014130011_UEVEQJWG6.png/T0144814_002.png?type=m250&wm=N
366,우니꼬 피노 그리지오 2019,2,11,Pinot Grigio 100%,1,3,3,1,12도,"70,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033302841_SDU9E2U37.jpg/W0161462.jpg?type=m250&wm=N
367,"깐티네 포베로, 모스카토 다스티 '캄포 델 팔리오' 2017",2,11,Moscato 100%,4,2,2,1,5.5도,"34,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929022319337_O39OTRY4E.jpg/W0161906.jpg?type=m250&wm=N
368,비냐 마이포 메를로 2013,1,14,Merlot,1,3,3,3,12도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20180705012832038_STPS2C60A.jpg/W0160746.jpg?type=m250&wm=N
369,"오스본, 솔라즈 메를로 카베르네 소비뇽",1,7,"Merlot 65%, Cabernet Sauvignon",2,3,3,3,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20200107012426446_R4SXJD52T.jpg/W0166372.jpg?type=m250&wm=N
370,"아다라스, 유비아 2019",2,7,"Verdejo 50%, Sauvignon Blanc 50%",1,4,1,1,도수 정보가 없습니다.,"30,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210916014035047_4EV15JBXH.png/T0169262_002.png?type=m250&wm=N
371,꼬모 모스카토,2,11,Moscato,4,3,2,1,5~6도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20200704012549651_4OHV5J5E6.png/W0167264.png?type=m250&wm=N
372,1865 셀렉티드 빈야드 피노 누아 2015,1,14,Pinot Noir 100%,1,3,4,3,14~15도,"64,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929015108465_5FNVZHGYK.jpg/W0162235.jpg?type=m250&wm=N
373,에스쿠도 로호 2014,1,14,"Cabernet Sauvignon 70%, Cabernet Franc 10%, Carmenere 20%",1,3,4,4,14도,"47,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180701075223056_LR8AD8T06.jpg/W0139038.jpg?type=m250&wm=N
374,"보데가스 까레, 엔젤 디비니따 화이트 2018",2,7,"Chardonnay 50%, Viura 50%",1,3,3,1,13.5도,"20,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190330012850923_MT7GYJSX5.jpg/W0164682.jpg?type=m250&wm=N
375,포지오 나자레오 프리미티보 뿔리아 2019,1,11,Primitivo,1,3,4,4,13~14도,"80,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210217012750438_M3W5LDFYK.png/W0168316.png?type=m250&wm=N
376,"쥬세페 코르테제, 바르바레스코 라바야 2017",1,11,Nebbiolo,1,4,4,4,14~15도,"170,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20220129014641190_W4QLMPMTB.png/T0154883_003.png?type=m250&wm=N
377,엔젤 샴페인 로제,3,17,"Chardonnay 60%, Pinot Noir 26%, Pinot Meunier 14%",1,4,4,1,12.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929034018850_MLTWLJ51A.jpg/W0161338.jpg?type=m250&wm=N
378,"꽁트리 스푸만티, 꽁떼 디 깜삐아노 살리스 살렌티노 2010",1,11,"Negroamaro, Malvasia",2,3,4,3,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050100158_YINYDB26O.jpg/W0157963.jpg?type=m250&wm=N
379,"마시, 브롤로 캄포피오린 오로 2015",1,11,"Corvina 80%, Rondinella 10%, Oseleta 10%",1,4,5,4,13.5~14.5도,"90,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073335907_MNL882HUL.jpg/W0151091.jpg?type=m250&wm=N
380,루이스 까냐스 그랑 레제르바 2011,1,7,"Tempranillo 95%, Graciano 5%",1,3,4,3,도수 정보가 없습니다.,"77,000원",https://dbscthumb-phinf.pstatic.net/3165_000_1/20141122012256636_5YYHSHG02.jpg/2014112117574806.jpg?type=m250&wm=N
381,샤또 끌레르 밀롱 2015,1,17,"Cabernet Sauvignon 70%, Merlot 20%, Cabernet Franc 10%",1,4,3,4,12~13도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20180701075210638_GLEFXTMSM.jpg/W0140666.jpg?type=m250&wm=N
382,디비누스 데 샤또 보네 2012,1,17,"Merlot 80%, Cabernet Sauvignon 20%",1,3,4,3,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20190515073524780_1XXNAJ65Q.jpg/W0141364.jpg?type=m250&wm=N
383,그랑 파씨오네 2013,1,11,"Merlot 60%, Corvina 40%",1,2,3,3,14도,"80,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929045112589_FEVV89O8F.jpg/W0158862.jpg?type=m250&wm=N
384,메종 르로이. 픽생 2009,1,17,Pinot Noir 100%,1,4,3,3,도수 정보가 없습니다.,"364,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929044508611_GTV5CT252.jpg/W0152858.jpg?type=m250&wm=N
385,"띠에라 로하, 까베르네 쇼비뇽 오크빌 2014",1,6,Cabernet Sauvignon 100%,1,4,5,5,14~15도,"750,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210916014106136_JDKKO7RQV.png/T0154119_001.png?type=m250&wm=N
386,샤또 보네 레드 2017,1,17,"Cabernet Sauvignon 50%, Merlot 50%",1,3,3,2,13~14도,"40,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190515073525514_76YCWSR1Z.jpg/W0141361.jpg?type=m250&wm=N
387,"콜롬비아 크레스트, 리저브 까베르네 소비뇽 2019",1,6,"Cabernet Sauvignon, Merlot, Cabernet Franc",1,4,5,4,15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20190501073628865_XGSFHG88F.jpg/W0138707.jpg?type=m250&wm=N
388,샤또 크로아제 바쥬 2017,1,17,"Cabernet Sauvignon, Merlot, Cabernet Franc",1,4,4,4,12~13도,"75,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180715080131200_CYMF0TL7E.jpg/W0158932.jpg?type=m250&wm=N
389,"로버트 몬다비, 샤도네이 리저브 2017",2,6,Chardonnay 100%,1,3,3,1,13~14도,"164,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181115062740535_XJNWWN24B.jpg/W0140965.jpg?type=m250&wm=N
390,보테가 까베르네 소비뇽,1,11,Cabernet Sauvignon,1,3,3,3,도수 정보가 없습니다.,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_8/20180203012629524_UXMR8ZPE1.jpg/W0161794.jpg?type=m250&wm=N
391,"울프 블라스, 빌야라 까베르네 소비뇽 2020",1,19,Cabernet Sauvignon,1,2,4,4,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20210726014233607_7KTNOBPQ3.png/T0152804_001.png?type=m250&wm=N
392,"마스카 델 타코, 루 세뿌 네그로아마로 2019",1,11,Negroamaro,1,3,4,4,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_11/20201125012752350_H8158WZXF.png/W0167965.png?type=m250&wm=N
393,돔 페리뇽 빈티지 2012,3,17,"Chardonnay, Pinot Noir",1,4,3,1,12~13도,"290,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929054750675_ECXFIAXI5.jpg/W0144699.jpg?type=m250&wm=N
394,"투핸즈, 날리 듀즈 쉬라즈 2016",1,19,Syrah/Shiraz 100%,3,3,5,3,15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929014345366_PKZ7ADSUJ.jpg/W0140315.jpg?type=m250&wm=N
395,알비스 2006,1,14,"Cabernet Sauvignon 85%, Cabernet Franc 15%",1,3,5,4,14.5도,"160,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929042904984_DGN9X5W9Z.jpg/W0139051.jpg?type=m250&wm=N
396,"토레스, 마스 라 플라나 2013",1,7,Cabernet Sauvignon 100%,1,4,4,4,도수 정보가 없습니다.,"140,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181115062805288_FOFUGNYXF.jpg/W0158428.jpg?type=m250&wm=N
397,"블루 넌, 까베르네 소비뇽 2017",1,17,Cabernet Sauvignon 100%,3,2,3,2,13~14도,"19,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929020151085_LGAAJI9VA.jpg/W0137346.jpg?type=m250&wm=N
398,"덕혼, 나파 밸리 카버네 소비뇽 2017",1,6,"Cabernet Sauvignon 85%, Merlot 15%",1,3,5,4,14.5도,"160,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041425108_7YZF12VPS.jpg/W0158753.jpg?type=m250&wm=N
399,댄싱 플레임 샤도네이 2020,2,14,Chardonnay 100%,1,3,1,1,12.5도,"21,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041647534_HVCAKSRAA.jpg/W0157003.jpg?type=m250&wm=N
400,코넌드럼 레드 2018,1,6,"Zinfandel, Cabernet Sauvignon, Merlot, Other Grapes",1,3,3,4,도수 정보가 없습니다.,"67,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20180415075820621_WPY1NW6UK.jpg/W0156715.jpg?type=m250&wm=N
401,"루이스 엠 마티니, 나파 밸리 2013",1,6,Cabernet Sauvignon 100%,1,4,4,4,12.5~13.5도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20210814014451887_QRUIS5IJA.png/T0150680_001.png?type=m250&wm=N
402,"조쉬, 샤르도네 2018",2,6,Chardonnay 100%,1,3,2,1,13~14도,"65,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210201071522512_U7ULXNWXQ.png/W0163729.png?type=m250&wm=N
403,"스택스 립 와인 셀라, CASK 23 까베르네 소비뇽 2017",1,6,Cabernet Sauvignon 100%,1,3,5,4,14~15도,"690,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20200829012524992_IGUZO5B7L.png/W0138955.png?type=m250&wm=N
404,"이기갈, 꼬뜨 뒤 론 루즈 2015",1,17,"Grenache, Mourvedre, Syrah/Shiraz",1,3,3,3,13도,"30,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929022116330_YAKUO7K7Q.jpg/W0140796.jpg?type=m250&wm=N
405,T7 까베르네 소비뇽 2016,1,14,Cabernet Sauvignon 100%,1,4,2,3,도수 정보가 없습니다.,"6,480원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021308344_LN39E7VDS.jpg/W0159746.jpg?type=m250&wm=N
406,"매누아 그리뇽, 까베르네 시라 2019",1,17,"Cabernet Sauvignon 50%, Syrah/Shiraz 50%",1,3,4,3,13.5도,"25,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929030927100_PPN0PZHNS.jpg/W0153653.jpg?type=m250&wm=N
407,로얄 오포르토 타니 포트,5,16,"Tinta Francisca, Tinta Roriz, Other Grapes",5,1,4,2,19도,"44,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929023955199_PL1V6AFFA.jpg/W0138457.jpg?type=m250&wm=N
408,"캐년 로드, 화이트 진판델",4,6,Zinfandel 100%,3,3,3,1,8~9도,"14,900원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210429014639920_JWGQN79XT.png/W0159865.png?type=m250&wm=N
409,샤또 레오빌 라스까스 2017,1,17,"Cabernet Sauvignon, Merlot, Cabernet Franc",1,3,4,4,13~14도,"450,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190515073626230_05GEDM88Y.jpg/W0140705.jpg?type=m250&wm=N
410,모건 데이비드 체리,1,6,Concord,4,2,3,3,9도,"11,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929040610830_CJ6BH8W9J.jpg/W0143545.jpg?type=m250&wm=N
411,"리유니트, 라즈베리",1,11,Lambrusco,3,2,2,1,7~8도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929014940156_70FR1W1IL.jpg/W0148752.jpg?type=m250&wm=N
412,까시예로 델 디아블로 데블스 브뤼 2013,3,14,"Chardonnay 85%, Pinot Noir 15%",1,3,3,1,12도,"44,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929021733296_PNRVV6JQY.jpg/W0159066.jpg?type=m250&wm=N
413,"킴 크로포드, 피즈 2012",3,2,"Chardonnay 55%, Pinot Noir 45%",1,4,3,1,도수 정보가 없습니다.,"99,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20191008012715157_NSTK6CFQM.jpg/W0165032.jpg?type=m250&wm=N
414,"쉐이퍼, 원 포인트 파이브 카버네 소비뇽 2017",1,6,"Cabernet Sauvignon 95%, Malbec 4%, Petit Verdot 1%",1,3,5,5,15.5도,"260,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929041846284_HLC1NCCIF.jpg/W0156790.jpg?type=m250&wm=N
415,"프레스코발디, 카스텔지오콘도 브루넬로 디 몬탈치노 2015",1,11,Sangiovese 100%,1,3,4,4,14~15도,"157,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210803013925455_XXMAQ938H.png/T0140826_004.png?type=m250&wm=N
416,"콘차이 토로, 돈 멜초 2019",1,14,"Cabernet Sauvignon 92%, Cabernet Franc 7%, Petit Verdot 1%",1,3,5,5,14~15도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20220119014113645_ZQ68ISVD2.png/T0138402_004.png?type=m250&wm=N
417,"쉬르 다르크, 버블 넘버원 핑크라벨",3,17,"Mauzac 90%, Chenin Blanc 5%, Chardonnay 5%",1,3,3,1,12.5도,"27,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073415790_9D6F4KPJG.jpg/W0153587.jpg?type=m250&wm=N
418,발디비에소 까베르네 소비뇽 2018,1,14,Cabernet Sauvignon 100%,1,3,2,3,13도,"25,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929034820407_EW5YJLAJW.jpg/W0140610.jpg?type=m250&wm=N
419,"에라주리즈, 맥스 리제르바 까베르네 소비뇽 2014",1,14,"Cabernet Sauvignon 90%, Syrah/Shiraz 9%, Carmenere 1%",1,3,4,4,14~15도,"44,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025631871_9V5MZ087N.jpg/W0140809.jpg?type=m250&wm=N
420,프로베토 화이트 브뤼,3,7,"Tempranillo, Viura",1,2,2,1,10.5도,"18,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929033931448_GR89KF77T.jpg/W0161484.jpg?type=m250&wm=N
421,"까테나 자파타, 알라모스 말벡 2018",1,8,Malbec 100%,1,3,3,3,13~14도,"22,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181115063049137_JG88ICW61.jpg/W0140643.jpg?type=m250&wm=N
422,"아스티카, 카베르네 소비뇽",1,8,Cabernet Sauvignon 100%,1,3,3,3,12~13도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_10/20200107012327453_BBU2ODSJ9.jpg/W0166676.jpg?type=m250&wm=N
423,"트라피체, 그란 메달라 말벡 2015",1,8,Malbec,1,3,4,5,14~15도,"120,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190601071642185_O9AUC157T.jpg/W0159261.jpg?type=m250&wm=N
424,"도멘 드 라 자나스, 꼬뜨 뒤 론 2017",1,17,"Grenache 40%, Syrah/Shiraz 15%, Mourvedre 20%, Carignan/Carignane 20%, Cinsault 5%",1,3,3,3,13.5도,"48,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050649422_98GBERU7X.jpg/W0145203.jpg?type=m250&wm=N
425,샤또 라플뢰르 2007,1,17,"Merlot 50%, Cabernet Franc 50%",1,4,5,4,13도,"1,055,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929050029879_LVH491Y4Q.jpg/W0140691.jpg?type=m250&wm=N
426,라 쁘띠뜨 가르고뜨 까베르네 소비뇽 2019,1,17,Cabernet Sauvignon,1,3,3,3,도수 정보가 없습니다.,"20,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20210107012647232_KPWMQK33K.png/W0168093.png?type=m250&wm=N
427,"파이퍼 하이직, 로제 브뤼",3,17,"Chardonnay, Pinot Noir, Pinot Meunier",1,4,3,1,12도,"95,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929053033443_OD35FJGY9.jpg/W0150074.jpg?type=m250&wm=N
428,"가야, 바르바레스코 2017",1,11,Nebbiolo 100%,1,3,5,4,14~15도,"498,000원",https://dbscthumb-phinf.pstatic.net/3165_000_9/20181115063224249_T8LH3ET8F.jpg/W0158298.jpg?type=m250&wm=N
429,"19 크라임스, 바니쉬드 레드 2020",1,19,Blend,1,2,4,4,13~14도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_12/20210819013911189_OLSO6BCWQ.png/T0169122_002.png?type=m250&wm=N
430,"옐로우 테일, 버블스",3,19,"Chardonnay, Semillon, Muscat",3,2,2,1,12도,"22,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929025710898_94KATK4TI.jpg/W0142831.jpg?type=m250&wm=N
431,"에페메르, 009 블랑 드 블랑",3,17,Chardonnay,1,4,2,1,도수 정보가 없습니다.,"202,000원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20220205014133857_LROZSRZZA.png/W0170493.png?type=m250&wm=N
432,샤또 사미옹 2016,1,17,Merlot 100%,1,4,4,3,12.5도,"80,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929030158975_X7EE5WQBW.jpg/W0159003.jpg?type=m250&wm=N
433,"운두라가, 싱글빈야드 까베르네 소비뇽 2019",1,14,Cabernet Sauvignon,1,3,4,4,14~15도,"19,800원",https://dbscthumb-phinf.pstatic.net/3165_000_12/20210807013953875_WLB2RJWLL.png/W0169067.png?type=m250&wm=N
434,칸티나 자카니니 일 비앙코 디 치쵸 2017,2,11,"Trebbiano 80%, Chardonnay 20%",2,3,2,1,11~12도,가격정보없음,https://dbscthumb-phinf.pstatic.net/3165_000_9/20181201061605968_WXVQSGBPE.jpg/W0157226.jpg?type=m250&wm=N
435,도멘 비르지니 뛰느방 2011,1,17,"Merlot 70%, Cabernet Sauvignon 20%, Cabernet Franc 10%",1,3,4,3,14도,"100,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929045247281_S0VWII3TE.jpg/W0156254.jpg?type=m250&wm=N
436,"클라랑스 딜롱, 클라랑델 루즈 2014",1,17,"Merlot 80%, Cabernet Sauvignon 11%, Cabernet Franc 9%",1,3,4,3,13~14도,"46,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20191001083629069_NKW2ZEJKD.jpg/W0140743.jpg?type=m250&wm=N
437,"뻬레 벤뚜라, 까바 브뤼 레세르바",3,7,"Xarel.lo 35%, Parellada 35%, Macabeo 30%",1,3,3,1,11~12도,"45,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20190401073540452_G00LF5WQ2.jpg/W0159534.jpg?type=m250&wm=N
438,샤또 리유섹 2017,2,17,"Semillon, Sauvignon Blanc, Muscadelle",5,4,4,1,도수 정보가 없습니다.,"110,000원",https://dbscthumb-phinf.pstatic.net/3165_000_10/20200401085259856_A2YSYJST4.jpg/W0151591.jpg?type=m250&wm=N
439,"떼땅져, 레 폴리 드 라 마케트리",3,17,"Pinot Noir 45%, Chardonnay 55%",1,5,3,1,도수 정보가 없습니다.,"268,000원",https://dbscthumb-phinf.pstatic.net/3165_000_11/20201212012827878_ZM7VKX7H2.png/W0168046.png?type=m250&wm=N
440,뷰 마넨 레세르바 까베르네소비뇽 2017,1,14,Cabernet Sauvignon 100%,1,4,3,3,14~15도,"31,000원",https://dbscthumb-phinf.pstatic.net/3165_000_4/20170929023018765_LZXG26I43.jpg/W0143809.jpg?type=m250&wm=N
